Date,CustomerID,Product,ShippingAddress,PaymentMethod,OrderStatus,CouponCode,ReferralSource,TotalPrice,TotalPrice_computed,Total_same
2023-12-19,C74138,Monitor,964 Main St,Cash,Returned,,Instagram,196.94,196.94,True
2024-03-01,C82399,Monitor,928 Main St,Credit Card,Returned,WINTER15,Instagram,158.68,158.68,True
2023-08-20,C40427,Phone,411 Main St,Online,Delivered,FREESHIP,Facebook,613.98,613.98,True
2024-01-05,C17103,Printer,922 Main St,Online,Delivered,WINTER15,Instagram,1278.36,1278.36,True
2025-02-25,C34266,Monitor,550 Main St,Debit Card,Cancelled,WINTER15,Instagram,2519.52,2519.52,True
2023-10-29,C97485,Laptop,573 Main St,Cash,Shipped,FREESHIP,Google,915.64,915.64,True
2023-05-18,C23947,Laptop,353 Main St,Debit Card,Delivered,WINTER15,Email,120.98,120.98,True
2023-09-30,C21665,Chair,560 Main St,Online,Returned,WINTER15,Facebook,1700.72,1700.72,True
2023-08-23,C82550,Phone,828 Main St,Gift Card,Cancelled,FREESHIP,Referral,667.66,667.66,True
2025-05-30,C61943,Laptop,610 Main St,Cash,Returned,FREESHIP,Instagram,985.8,985.8,True
2023-01-07,C88933,Tablet,333 Main St,Cash,Shipped,,Facebook,92.04,92.04,True
2023-01-28,C30923,Laptop,932 Main St,Gift Card,Pending,SAVE10,Facebook,654.27,654.27,True
2023-06-29,C56969,Tablet,130 Main St,Debit Card,Pending,WINTER15,Facebook,56.2,56.2,True
2024-07-16,C76766,Phone,485 Main St,Online,Delivered,WINTER15,Instagram,2512.48,2512.48,True
2024-04-15,C22981,Desk,454 Main St,Debit Card,Cancelled,WINTER15,Email,472.2,472.2,True
2023-01-31,C33634,Monitor,524 Main St,Gift Card,Pending,,Email,2355.4,2355.4,True
2023-01-31,C96822,Printer,198 Main St,Online,Shipped,,Google,989.56,989.56,True
2023-10-06,C76675,Laptop,922 Main St,Gift Card,Returned,FREESHIP,Email,1991.79,1991.79,True
2023-12-12,C12039,Laptop,844 Main St,Debit Card,Returned,SAVE10,Referral,132.68,132.68,True
2025-04-08,C93309,Desk,734 Main St,Credit Card,Cancelled,WINTER15,Google,1821.4,1821.4,True
2023-05-14,C62042,Tablet,214 Main St,Online,Pending,,Facebook,1539.9,1539.9,True
2024-04-18,C83223,Phone,167 Main St,Cash,Cancelled,FREESHIP,Email,650.84,650.84,True
2024-09-30,C92575,Chair,153 Main St,Cash,Shipped,FREESHIP,Email,2464.7,2464.7,True
2023-03-10,C29072,Laptop,312 Main St,Online,Delivered,,Google,687.98,687.98,True
2025-03-22,C25783,Desk,672 Main St,Cash,Shipped,SAVE10,Instagram,1253.4,1253.4,True
2024-12-27,C63727,Desk,122 Main St,Debit Card,Pending,SAVE10,Instagram,724.28,724.28,True
2024-11-23,C42365,Tablet,867 Main St,Gift Card,Returned,WINTER15,Google,214.08,214.08,True
2023-11-11,C27438,Printer,341 Main St,Cash,Returned,WINTER15,Facebook,70.32,70.32,True
2023-01-25,C13205,Chair,522 Main St,Debit Card,Cancelled,,Instagram,2107.1,2107.1,True
2024-01-24,C29685,Chair,275 Main St,Credit Card,Pending,FREESHIP,Email,1923.45,1923.45,True
2023-06-07,C74005,Chair,528 Main St,Gift Card,Returned,SAVE10,Google,2240.75,2240.75,True
2024-05-29,C14457,Laptop,747 Main St,Cash,Pending,,Facebook,395.4,395.4,True
2023-01-22,C77046,Tablet,967 Main St,Online,Returned,WINTER15,Google,741.64,741.64,True
2024-10-10,C50415,Monitor,587 Main St,Credit Card,Delivered,SAVE10,Instagram,2830.35,2830.35,True
2023-06-04,C73999,Tablet,413 Main St,Online,Shipped,WINTER15,Facebook,375.76,375.76,True
2023-11-14,C71076,Monitor,340 Main St,Credit Card,Delivered,SAVE10,Instagram,511.98,511.98,True
2024-11-11,C44674,Laptop,942 Main St,Online,Delivered,,Referral,627.34,627.34,True
2024-02-19,C15228,Tablet,558 Main St,Gift Card,Shipped,WINTER15,Google,1422.42,1422.42,True
2025-06-15,C27072,Chair,996 Main St,Gift Card,Delivered,,Instagram,463.11,463.11,True
2025-03-21,C15257,Chair,626 Main St,Online,Delivered,SAVE10,Google,580.2,580.2,True
2023-08-20,C91486,Tablet,907 Main St,Cash,Returned,WINTER15,Google,268.32,268.32,True
2024-11-10,C17389,Monitor,905 Main St,Gift Card,Returned,FREESHIP,Referral,522.08,522.08,True
2023-06-12,C18820,Monitor,347 Main St,Gift Card,Delivered,FREESHIP,Instagram,2573.0,2573.0,True
2024-12-10,C61849,Monitor,811 Main St,Credit Card,Delivered,,Google,2311.28,2311.28,True
2025-02-10,C84041,Laptop,900 Main St,Cash,Delivered,FREESHIP,Referral,1001.6,1001.6,True
2023-09-10,C55757,Printer,175 Main St,Gift Card,Returned,,Email,922.26,922.26,True
2024-11-18,C18187,Laptop,470 Main St,Gift Card,Shipped,FREESHIP,Referral,605.28,605.28,True
2024-04-23,C42306,Phone,938 Main St,Online,Returned,,Google,612.81,612.81,True
2023-08-02,C51024,Monitor,636 Main St,Gift Card,Shipped,FREESHIP,Facebook,489.8,489.8,True
2024-02-21,C40140,Phone,598 Main St,Credit Card,Cancelled,,Email,363.2,363.2,True
2025-01-10,C72596,Printer,491 Main St,Online,Pending,SAVE10,Email,770.32,770.32,True
2023-06-12,C91805,Desk,653 Main St,Debit Card,Returned,FREESHIP,Facebook,1819.23,1819.23,True
2024-11-25,C40538,Desk,700 Main St,Gift Card,Cancelled,WINTER15,Email,423.64,423.64,True
2024-04-26,C60329,Desk,826 Main St,Credit Card,Pending,,Facebook,2476.75,2476.75,True
2023-06-30,C28740,Chair,123 Main St,Online,Cancelled,FREESHIP,Facebook,1670.97,1670.97,True
2023-05-26,C87051,Printer,460 Main St,Gift Card,Cancelled,FREESHIP,Facebook,72.31,72.31,True
2023-10-02,C12479,Monitor,529 Main St,Credit Card,Shipped,,Referral,124.1,124.1,True
2024-03-05,C35852,Tablet,982 Main St,Online,Pending,SAVE10,Instagram,104.16,104.16,True
2024-10-04,C26223,Tablet,800 Main St,Cash,Pending,SAVE10,Google,657.07,657.07,True
2025-06-22,C99214,Chair,252 Main St,Debit Card,Delivered,,Facebook,97.86,97.86,True
2024-05-10,C49605,Monitor,892 Main St,Debit Card,Shipped,SAVE10,Referral,457.82,457.82,True
2024-11-06,C85018,Laptop,783 Main St,Cash,Cancelled,SAVE10,Google,824.25,824.25,True
2025-05-31,C96434,Printer,282 Main St,Cash,Shipped,SAVE10,Google,2536.2,2536.2,True
2024-07-24,C32956,Laptop,788 Main St,Online,Cancelled,SAVE10,Instagram,2715.8,2715.8,True
2025-01-27,C41137,Chair,809 Main St,Cash,Returned,WINTER15,Referral,1347.39,1347.39,True
2024-06-16,C60361,Desk,623 Main St,Cash,Returned,FREESHIP,Facebook,1948.1,1948.1,True
2023-04-21,C36688,Desk,700 Main St,Gift Card,Returned,WINTER15,Referral,305.17,305.17,True
2023-06-02,C51811,Chair,339 Main St,Gift Card,Cancelled,,Google,1335.36,1335.36,True
2024-12-19,C62405,Laptop,154 Main St,Online,Returned,WINTER15,Email,460.72,460.72,True
2024-03-08,C77363,Phone,807 Main St,Gift Card,Cancelled,,Referral,96.81,96.81,True
2025-03-07,C97218,Monitor,252 Main St,Credit Card,Returned,WINTER15,Facebook,2300.7,2300.7,True
2024-10-17,C43919,Tablet,984 Main St,Credit Card,Cancelled,SAVE10,Facebook,1804.8,1804.8,True
2024-02-08,C57093,Tablet,834 Main St,Online,Cancelled,,Referral,553.41,553.41,True
2024-09-03,C50565,Tablet,399 Main St,Debit Card,Returned,,Instagram,411.34,411.34,True
2024-07-16,C38845,Laptop,764 Main St,Gift Card,Pending,,Referral,532.89,532.89,True
2024-03-27,C84834,Tablet,866 Main St,Debit Card,Returned,SAVE10,Referral,409.02,409.02,True
2023-10-22,C37455,Phone,146 Main St,Credit Card,Delivered,WINTER15,Google,2380.05,2380.05,True
2024-11-02,C27078,Desk,128 Main St,Credit Card,Returned,,Facebook,1181.9,1181.9,True
2023-06-16,C91941,Printer,269 Main St,Gift Card,Cancelled,FREESHIP,Instagram,1188.0,1188.0,True
2024-01-16,C25967,Tablet,747 Main St,Debit Card,Delivered,,Email,1709.8,1709.8,True
2023-09-24,C22123,Tablet,519 Main St,Credit Card,Pending,WINTER15,Email,672.89,672.89,True
2024-03-01,C45671,Tablet,769 Main St,Online,Shipped,SAVE10,Referral,1314.96,1314.96,True
2023-08-06,C53334,Chair,879 Main St,Online,Returned,FREESHIP,Email,1496.04,1496.04,True
2023-03-26,C18717,Printer,861 Main St,Cash,Pending,FREESHIP,Referral,2793.15,2793.15,True
2023-07-07,C50137,Phone,840 Main St,Online,Pending,,Referral,59.19,59.19,True
2023-06-23,C51481,Monitor,140 Main St,Debit Card,Cancelled,,Instagram,1244.2,1244.2,True
2024-08-31,C99128,Chair,360 Main St,Gift Card,Returned,WINTER15,Referral,138.33,138.33,True
2023-05-02,C67260,Laptop,463 Main St,Gift Card,Delivered,WINTER15,Facebook,3390.8,3390.8,True
2024-04-10,C79533,Laptop,921 Main St,Gift Card,Cancelled,WINTER15,Instagram,3008.6,3008.6,True
2024-04-25,C66906,Printer,117 Main St,Gift Card,Delivered,WINTER15,Referral,518.64,518.64,True
2023-12-13,C12818,Chair,434 Main St,Cash,Returned,,Facebook,191.04,191.04,True
2023-10-05,C60384,Laptop,336 Main St,Cash,Cancelled,WINTER15,Facebook,1484.28,1484.28,True
2024-09-29,C92294,Chair,784 Main St,Gift Card,Shipped,WINTER15,Referral,1225.4,1225.4,True
2023-10-15,C66840,Tablet,547 Main St,Online,Delivered,WINTER15,Email,2313.08,2313.08,True
2023-01-20,C22534,Chair,391 Main St,Cash,Cancelled,,Referral,529.19,529.19,True
2024-02-27,C46509,Chair,647 Main St,Gift Card,Returned,SAVE10,Referral,1174.98,1174.98,True
2024-06-30,C71680,Printer,814 Main St,Debit Card,Pending,WINTER15,Google,2270.28,2270.28,True
2024-04-29,C15063,Chair,527 Main St,Credit Card,Cancelled,FREESHIP,Email,426.1,426.1,True
2024-08-26,C77122,Laptop,647 Main St,Cash,Cancelled,SAVE10,Referral,438.37,438.37,True
2023-11-15,C86524,Chair,961 Main St,Cash,Shipped,WINTER15,Email,732.46,732.46,True
2023-01-02,C82990,Laptop,727 Main St,Credit Card,Cancelled,SAVE10,Facebook,300.1,300.1,True
2023-10-27,C98761,Chair,804 Main St,Debit Card,Shipped,SAVE10,Google,1994.04,1994.04,True
2025-04-24,C54409,Desk,667 Main St,Cash,Returned,FREESHIP,Google,1018.17,1018.17,True
2025-01-18,C89674,Monitor,182 Main St,Online,Delivered,WINTER15,Referral,1151.66,1151.66,True
2023-12-23,C45899,Monitor,153 Main St,Debit Card,Returned,FREESHIP,Email,1285.96,1285.96,True
2023-05-18,C74499,Desk,518 Main St,Gift Card,Delivered,SAVE10,Email,744.46,744.46,True
2024-11-12,C81192,Chair,429 Main St,Debit Card,Pending,,Google,1939.02,1939.02,True
2024-06-05,C71473,Chair,328 Main St,Online,Shipped,FREESHIP,Instagram,1709.2,1709.2,True
2024-02-25,C59338,Printer,747 Main St,Credit Card,Shipped,WINTER15,Google,2070.9,2070.9,True
2023-06-12,C62661,Tablet,863 Main St,Debit Card,Returned,,Instagram,1147.11,1147.11,True
2023-03-14,C22101,Chair,262 Main St,Debit Card,Cancelled,WINTER15,Email,265.2,265.2,True
2024-01-18,C51404,Monitor,835 Main St,Gift Card,Shipped,SAVE10,Facebook,378.12,378.12,True
2023-12-24,C19384,Tablet,532 Main St,Cash,Cancelled,FREESHIP,Instagram,351.16,351.16,True
2025-04-18,C86864,Printer,670 Main St,Gift Card,Returned,SAVE10,Google,92.72,92.72,True
2024-10-26,C24301,Phone,964 Main St,Gift Card,Delivered,WINTER15,Email,1284.08,1284.08,True
2024-10-19,C43842,Chair,933 Main St,Debit Card,Shipped,WINTER15,Facebook,1303.14,1303.14,True
2025-02-28,C63657,Tablet,116 Main St,Debit Card,Cancelled,FREESHIP,Google,1274.67,1274.67,True
2023-01-28,C98332,Laptop,985 Main St,Cash,Returned,,Facebook,1316.67,1316.67,True
2024-04-15,C59774,Monitor,941 Main St,Debit Card,Cancelled,FREESHIP,Instagram,72.6,72.6,True
2024-12-19,C14847,Laptop,188 Main St,Cash,Shipped,,Facebook,779.0,779.0,True
2023-05-02,C83653,Tablet,253 Main St,Online,Shipped,WINTER15,Google,925.04,925.04,True
2024-08-31,C35711,Monitor,788 Main St,Credit Card,Cancelled,,Email,1308.48,1308.48,True
2023-05-03,C10477,Laptop,172 Main St,Gift Card,Pending,SAVE10,Email,466.42,466.42,True
2024-07-05,C61257,Monitor,981 Main St,Cash,Returned,WINTER15,Facebook,507.34,507.34,True
2023-02-05,C60547,Desk,812 Main St,Debit Card,Cancelled,,Referral,257.0,257.0,True
2024-04-18,C14576,Desk,747 Main St,Credit Card,Pending,FREESHIP,Google,2156.8,2156.8,True
2023-06-15,C49282,Chair,737 Main St,Gift Card,Cancelled,WINTER15,Google,253.7,253.7,True
2023-05-09,C14017,Phone,984 Main St,Debit Card,Shipped,SAVE10,Instagram,1248.32,1248.32,True
2023-02-21,C46504,Tablet,131 Main St,Credit Card,Delivered,SAVE10,Email,745.84,745.84,True
2024-01-09,C56928,Laptop,860 Main St,Gift Card,Delivered,SAVE10,Facebook,1435.0,1435.0,True
2024-08-06,C97749,Desk,906 Main St,Debit Card,Pending,,Email,1026.06,1026.06,True
2025-06-23,C90431,Laptop,985 Main St,Credit Card,Cancelled,FREESHIP,Instagram,844.68,844.68,True
2025-04-03,C56722,Tablet,179 Main St,Online,Cancelled,FREESHIP,Instagram,110.35,110.35,True
2024-11-24,C40863,Chair,457 Main St,Gift Card,Shipped,WINTER15,Facebook,489.39,489.39,True
2023-02-02,C40798,Tablet,304 Main St,Online,Returned,FREESHIP,Instagram,1081.98,1081.98,True
2023-08-27,C16702,Monitor,694 Main St,Credit Card,Returned,,Facebook,1390.17,1390.17,True
2024-01-30,C38262,Tablet,548 Main St,Debit Card,Shipped,,Email,155.27,155.27,True
2023-07-23,C50274,Monitor,449 Main St,Credit Card,Cancelled,FREESHIP,Google,1528.26,1528.26,True
2025-05-18,C91591,Desk,887 Main St,Cash,Pending,FREESHIP,Instagram,2609.92,2609.92,True
2024-09-22,C96583,Printer,288 Main St,Credit Card,Shipped,,Email,139.36,139.36,True
2025-02-07,C64579,Desk,638 Main St,Debit Card,Shipped,FREESHIP,Email,234.37,234.37,True
2023-10-09,C41903,Desk,525 Main St,Cash,Pending,WINTER15,Facebook,160.8,160.8,True
2023-09-13,C19742,Tablet,408 Main St,Gift Card,Returned,FREESHIP,Instagram,332.09,332.09,True
2024-03-06,C20077,Monitor,154 Main St,Credit Card,Cancelled,WINTER15,Facebook,2372.88,2372.88,True
2023-08-29,C13186,Tablet,787 Main St,Online,Shipped,,Facebook,889.68,889.68,True
2024-07-12,C29318,Monitor,128 Main St,Gift Card,Returned,,Instagram,24.48,24.48,True
2024-11-24,C36137,Laptop,396 Main St,Cash,Shipped,,Google,717.24,717.24,True
2023-01-23,C25534,Desk,319 Main St,Credit Card,Delivered,WINTER15,Instagram,984.2,984.2,True
2025-03-12,C62070,Monitor,674 Main St,Debit Card,Returned,,Referral,176.58,176.58,True
2023-10-02,C92049,Printer,619 Main St,Cash,Shipped,FREESHIP,Email,2666.08,2666.08,True
2024-11-23,C52604,Printer,553 Main St,Online,Shipped,FREESHIP,Email,506.5,506.5,True
2023-07-02,C22429,Chair,965 Main St,Gift Card,Pending,WINTER15,Facebook,604.8,604.8,True
2025-02-04,C27430,Printer,788 Main St,Cash,Shipped,WINTER15,Email,474.25,474.25,True
2023-01-04,C44366,Laptop,169 Main St,Cash,Delivered,WINTER15,Instagram,776.44,776.44,True
2023-11-13,C36813,Laptop,897 Main St,Gift Card,Cancelled,,Facebook,1842.45,1842.45,True
2024-09-25,C40201,Laptop,555 Main St,Cash,Returned,WINTER15,Instagram,185.82,185.82,True
2024-06-23,C75456,Monitor,115 Main St,Credit Card,Delivered,FREESHIP,Email,276.66,276.66,True
2024-06-09,C33315,Printer,154 Main St,Debit Card,Returned,,Email,1687.65,1687.65,True
2023-03-22,C89336,Desk,799 Main St,Cash,Pending,WINTER15,Email,92.79,92.79,True
2023-06-03,C96034,Desk,819 Main St,Online,Delivered,FREESHIP,Google,121.08,121.08,True
2025-03-30,C50114,Monitor,420 Main St,Debit Card,Returned,FREESHIP,Instagram,98.16,98.16,True
2025-03-02,C85330,Desk,969 Main St,Gift Card,Returned,FREESHIP,Facebook,1140.45,1140.45,True
2024-11-01,C31761,Chair,989 Main St,Gift Card,Cancelled,SAVE10,Facebook,2600.16,2600.16,True
2025-03-04,C25268,Printer,788 Main St,Cash,Pending,FREESHIP,Instagram,665.11,665.11,True
2024-12-07,C17132,Desk,855 Main St,Online,Pending,FREESHIP,Google,386.03,386.03,True
2024-07-22,C48790,Laptop,113 Main St,Gift Card,Returned,,Google,107.7,107.7,True
2024-07-04,C61070,Tablet,632 Main St,Online,Shipped,WINTER15,Google,951.56,951.56,True
2024-01-09,C56969,Tablet,993 Main St,Gift Card,Pending,FREESHIP,Email,136.8,136.8,True
2025-06-21,C65056,Tablet,638 Main St,Online,Cancelled,SAVE10,Facebook,2129.96,2129.96,True
2023-04-21,C84888,Laptop,278 Main St,Debit Card,Pending,FREESHIP,Facebook,51.73,51.73,True
2024-07-26,C68266,Printer,281 Main St,Online,Delivered,FREESHIP,Email,1960.89,1960.89,True
2024-06-13,C84115,Chair,891 Main St,Credit Card,Pending,WINTER15,Google,1362.87,1362.87,True
2023-10-16,C50087,Chair,707 Main St,Online,Delivered,WINTER15,Email,366.33,366.33,True
2023-04-08,C16790,Laptop,718 Main St,Gift Card,Cancelled,SAVE10,Google,258.96,258.96,True
2024-01-21,C46920,Laptop,703 Main St,Debit Card,Shipped,FREESHIP,Facebook,1362.12,1362.12,True
2023-09-21,C12740,Desk,305 Main St,Cash,Pending,FREESHIP,Instagram,644.75,644.75,True
2024-03-18,C46557,Desk,890 Main St,Credit Card,Delivered,,Email,237.18,237.18,True
2024-11-15,C58156,Printer,516 Main St,Gift Card,Pending,WINTER15,Instagram,95.1,95.1,True
2023-12-09,C14455,Desk,385 Main St,Cash,Returned,SAVE10,Referral,164.85,164.85,True
2024-10-18,C63150,Printer,326 Main St,Credit Card,Returned,FREESHIP,Referral,410.91,410.91,True
2023-03-12,C95269,Chair,372 Main St,Gift Card,Returned,,Referral,389.7,389.7,True
2024-10-25,C18105,Laptop,338 Main St,Online,Delivered,FREESHIP,Facebook,2332.08,2332.08,True
2024-09-29,C29063,Chair,379 Main St,Online,Shipped,SAVE10,Instagram,478.75,478.75,True
2024-07-29,C10154,Desk,827 Main St,Gift Card,Shipped,WINTER15,Email,1303.04,1303.04,True
2023-09-08,C36997,Phone,819 Main St,Gift Card,Pending,SAVE10,Google,745.64,745.64,True
2025-02-22,C77357,Phone,407 Main St,Debit Card,Delivered,SAVE10,Email,474.6,474.6,True
2024-06-07,C71310,Printer,308 Main St,Credit Card,Returned,,Email,2922.3,2922.3,True
2025-03-07,C80987,Laptop,787 Main St,Online,Delivered,,Google,132.05,132.05,True
2023-12-04,C90757,Tablet,694 Main St,Cash,Returned,SAVE10,Email,1979.36,1979.36,True
2024-01-23,C51898,Printer,630 Main St,Credit Card,Returned,WINTER15,Facebook,898.44,898.44,True
2024-06-28,C94508,Monitor,359 Main St,Debit Card,Pending,,Email,176.28,176.28,True
2024-02-09,C59441,Monitor,696 Main St,Credit Card,Pending,FREESHIP,Google,2092.65,2092.65,True
2024-01-03,C91029,Phone,972 Main St,Cash,Pending,FREESHIP,Instagram,2131.48,2131.48,True
2025-06-04,C96261,Phone,264 Main St,Credit Card,Shipped,SAVE10,Email,970.74,970.74,True
2024-06-13,C35123,Phone,513 Main St,Cash,Delivered,SAVE10,Facebook,1546.92,1546.92,True
2024-07-20,C10892,Desk,433 Main St,Cash,Pending,,Google,754.94,754.94,True
2025-01-23,C99683,Monitor,945 Main St,Gift Card,Delivered,,Referral,1663.2,1663.2,True
2024-11-30,C41974,Laptop,726 Main St,Cash,Returned,SAVE10,Google,2099.79,2099.79,True
2024-09-30,C23978,Monitor,549 Main St,Gift Card,Returned,WINTER15,Instagram,576.35,576.35,True
2024-06-12,C10642,Tablet,200 Main St,Cash,Delivered,SAVE10,Google,922.74,922.74,True
2023-03-02,C73813,Printer,364 Main St,Debit Card,Pending,FREESHIP,Email,445.2,445.2,True
2025-02-24,C32183,Desk,551 Main St,Online,Cancelled,WINTER15,Referral,1985.67,1985.67,True
2025-03-12,C54277,Tablet,940 Main St,Debit Card,Delivered,FREESHIP,Instagram,519.16,519.16,True
2024-07-15,C56553,Tablet,249 Main St,Credit Card,Shipped,FREESHIP,Referral,212.43,212.43,True
2025-04-13,C17551,Laptop,997 Main St,Debit Card,Pending,FREESHIP,Instagram,518.39,518.39,True
2023-01-14,C14737,Tablet,637 Main St,Credit Card,Returned,FREESHIP,Email,581.64,581.64,True
2023-01-24,C35168,Tablet,455 Main St,Gift Card,Pending,FREESHIP,Facebook,1199.72,1199.72,True
2024-10-03,C82217,Phone,299 Main St,Credit Card,Delivered,FREESHIP,Google,1717.48,1717.48,True
2024-04-24,C42270,Phone,864 Main St,Debit Card,Returned,FREESHIP,Instagram,482.98,482.98,True
2025-05-31,C48846,Printer,983 Main St,Credit Card,Returned,WINTER15,Email,904.1,904.1,True
2023-06-13,C54160,Desk,658 Main St,Credit Card,Pending,,Email,1010.13,1010.13,True
2024-06-27,C14080,Phone,202 Main St,Gift Card,Shipped,,Google,283.69,283.69,True
2024-02-22,C81074,Desk,597 Main St,Debit Card,Delivered,FREESHIP,Google,157.72,157.72,True
2023-03-26,C69021,Tablet,917 Main St,Credit Card,Cancelled,WINTER15,Facebook,1874.52,1874.52,True
2023-07-24,C96283,Desk,366 Main St,Cash,Pending,FREESHIP,Facebook,924.03,924.03,True
2025-02-18,C96636,Desk,283 Main St,Debit Card,Cancelled,,Google,39.56,39.56,True
2023-06-02,C37235,Desk,217 Main St,Debit Card,Delivered,,Google,151.04,151.04,True
2024-09-17,C12444,Phone,611 Main St,Cash,Returned,FREESHIP,Email,230.88,230.88,True
2023-04-06,C79142,Laptop,533 Main St,Online,Delivered,FREESHIP,Email,569.96,569.96,True
2024-03-10,C35983,Laptop,806 Main St,Credit Card,Cancelled,FREESHIP,Email,3137.15,3137.15,True
2023-10-06,C36150,Laptop,281 Main St,Debit Card,Returned,SAVE10,Google,1069.82,1069.82,True
2023-01-22,C91454,Printer,494 Main St,Debit Card,Pending,FREESHIP,Referral,557.76,557.76,True
2025-04-18,C19368,Tablet,517 Main St,Credit Card,Delivered,,Instagram,646.44,646.44,True
2023-09-04,C35987,Tablet,165 Main St,Cash,Cancelled,WINTER15,Email,3267.3,3267.3,True
2023-07-06,C13366,Printer,568 Main St,Cash,Delivered,,Email,2714.2,2714.2,True
2024-02-11,C72166,Desk,227 Main St,Online,Returned,,Google,314.38,314.38,True
2024-06-12,C20357,Phone,272 Main St,Debit Card,Cancelled,FREESHIP,Google,2077.32,2077.32,True
2024-07-28,C33802,Monitor,461 Main St,Online,Delivered,,Instagram,604.87,604.87,True
2025-06-28,C99205,Phone,415 Main St,Cash,Cancelled,,Facebook,1024.66,1024.66,True
2025-04-15,C29701,Chair,257 Main St,Credit Card,Cancelled,FREESHIP,Instagram,61.62,61.62,True
2023-03-04,C73941,Phone,569 Main St,Online,Cancelled,,Google,1250.44,1250.44,True
2023-08-21,C69168,Tablet,482 Main St,Cash,Returned,WINTER15,Google,21.19,21.19,True
2025-03-21,C66116,Chair,633 Main St,Online,Cancelled,,Facebook,322.45,322.45,True
2023-04-28,C85059,Laptop,316 Main St,Credit Card,Shipped,WINTER15,Google,987.4,987.4,True
2023-12-01,C18076,Phone,751 Main St,Debit Card,Pending,FREESHIP,Email,1766.22,1766.22,True
2024-03-31,C41284,Laptop,661 Main St,Online,Cancelled,WINTER15,Google,737.92,737.92,True
2024-01-10,C43524,Phone,934 Main St,Gift Card,Delivered,FREESHIP,Referral,2621.3,2621.3,True
2024-08-11,C58063,Monitor,167 Main St,Online,Returned,SAVE10,Referral,987.26,987.26,True
2025-05-26,C19937,Printer,281 Main St,Gift Card,Returned,FREESHIP,Facebook,438.34,438.34,True
2025-05-16,C21191,Laptop,232 Main St,Credit Card,Pending,WINTER15,Referral,325.81,325.81,True
2023-07-29,C45862,Chair,342 Main St,Credit Card,Pending,SAVE10,Instagram,176.1,176.1,True
2023-08-23,C39130,Chair,774 Main St,Online,Cancelled,,Referral,226.55,226.55,True
2024-03-17,C18167,Desk,193 Main St,Cash,Delivered,,Google,887.84,887.84,True
2023-11-02,C47307,Chair,761 Main St,Online,Pending,FREESHIP,Instagram,1202.86,1202.86,True
2023-08-17,C57276,Tablet,183 Main St,Online,Delivered,SAVE10,Email,3456.4,3456.4,True
2024-09-14,C38928,Laptop,302 Main St,Gift Card,Pending,,Google,1671.56,1671.56,True
2024-01-13,C49710,Chair,956 Main St,Cash,Pending,,Email,1637.12,1637.12,True
2023-06-16,C41709,Desk,746 Main St,Debit Card,Returned,WINTER15,Facebook,712.7,712.7,True
2024-04-15,C91255,Chair,769 Main St,Debit Card,Delivered,,Referral,851.1,851.1,True
2023-03-09,C76653,Printer,988 Main St,Online,Delivered,FREESHIP,Instagram,1539.4,1539.4,True
2024-11-20,C95667,Laptop,586 Main St,Online,Pending,SAVE10,Instagram,463.08,463.08,True
2025-04-29,C33313,Phone,882 Main St,Gift Card,Returned,WINTER15,Facebook,1738.65,1738.65,True
2023-02-27,C36825,Laptop,426 Main St,Debit Card,Returned,,Facebook,877.52,877.52,True
2025-05-19,C20861,Phone,968 Main St,Debit Card,Returned,FREESHIP,Email,2441.75,2441.75,True
2023-04-16,C26364,Laptop,803 Main St,Debit Card,Returned,FREESHIP,Email,1314.24,1314.24,True
2025-03-28,C34686,Tablet,412 Main St,Online,Returned,WINTER15,Facebook,68.39,68.39,True
2023-05-03,C97593,Printer,738 Main St,Debit Card,Pending,FREESHIP,Facebook,2382.48,2382.48,True
2024-02-17,C84331,Chair,205 Main St,Gift Card,Cancelled,FREESHIP,Email,3223.2,3223.2,True
2023-08-20,C88775,Monitor,223 Main St,Debit Card,Returned,SAVE10,Referral,1989.05,1989.05,True
2024-01-01,C76362,Chair,916 Main St,Online,Delivered,FREESHIP,Email,709.5,709.5,True
2024-10-15,C59278,Laptop,178 Main St,Gift Card,Cancelled,SAVE10,Email,2360.05,2360.05,True
2023-09-01,C55819,Chair,740 Main St,Online,Pending,WINTER15,Instagram,1268.75,1268.75,True
2024-11-10,C82344,Monitor,260 Main St,Online,Delivered,SAVE10,Google,2028.63,2028.63,True
2024-02-13,C65565,Desk,192 Main St,Credit Card,Shipped,,Google,402.15,402.15,True
2024-04-09,C80416,Desk,752 Main St,Debit Card,Shipped,SAVE10,Instagram,1087.15,1087.15,True
2023-05-31,C23637,Tablet,644 Main St,Credit Card,Cancelled,,Referral,553.56,553.56,True
2023-11-05,C24769,Laptop,864 Main St,Gift Card,Shipped,SAVE10,Email,57.1,57.1,True
2024-01-26,C81547,Phone,803 Main St,Credit Card,Cancelled,FREESHIP,Google,510.52,510.52,True
2025-03-15,C12813,Laptop,263 Main St,Debit Card,Cancelled,FREESHIP,Email,1462.7,1462.7,True
2024-12-11,C50732,Chair,979 Main St,Debit Card,Pending,WINTER15,Instagram,590.04,590.04,True
2024-08-04,C41320,Printer,920 Main St,Gift Card,Cancelled,WINTER15,Instagram,1709.52,1709.52,True
2024-02-21,C55286,Tablet,497 Main St,Credit Card,Pending,WINTER15,Referral,2873.95,2873.95,True
